transaction_id,transactionTimestamp,transactionDate,type,category,amount,description,payment_mode
TXN001606,2024-05-22T00:56:05,2024-05-22,DEBIT,Health,3270,Health transaction,UPI
TXN006270,2024-05-22T01:58:16,2024-05-22,DEBIT,Health,2171,Health transaction,Cash
TXN006671,2024-05-22T02:30:40,2024-05-22,CREDIT,Transfer,2171,Transfer transaction,Card
TXN017535,2024-05-22T03:26:18,2024-05-22,DEBIT,Education,4030,Education transaction,Cash
TXN016973,2024-05-22T04:00:25,2024-05-22,DEBIT,Rent,11242,Rent transaction,NetBanking
TXN012434,2024-05-22T04:53:44,2024-05-22,CREDIT,Transfer,9624,Transfer transaction,Cash
TXN002541,2024-05-22T07:15:51,2024-05-22,DEBIT,Food,410,Food transaction,UPI
TXN014144,2024-05-22T10:48:00,2024-05-22,DEBIT,Entertainment,554,Entertainment transaction,Card
TXN006394,2024-05-22T11:24:03,2024-05-22,DEBIT,Rent,8082,Rent transaction,Cash
TXN004433,2024-05-22T11:24:44,2024-05-22,DEBIT,Travel,106,Travel transaction,NetBanking
TXN002559,2024-05-22T11:31:53,2024-05-22,DEBIT,Food,497,Food transaction,NetBanking
TXN012513,2024-05-22T12:31:27,2024-05-22,DEBIT,Transfer,2124,Transfer transaction,NetBanking
TXN016169,2024-05-22T13:05:57,2024-05-22,CREDIT,Income,5903,Income transaction,UPI
TXN014728,2024-05-22T14:09:40,2024-05-22,DEBIT,Travel,1100,Travel transaction,Cash
TXN012323,2024-05-22T14:13:06,2024-05-22,DEBIT,Travel,2332,Travel transaction,Card
TXN002973,2024-05-22T14:49:42,2024-05-22,DEBIT,Food,350,Food transaction,Cash
TXN012983,2024-05-22T15:03:31,2024-05-22,DEBIT,Rent,13984,Rent transaction,Cash
TXN001751,2024-05-22T17:29:30,2024-05-22,DEBIT,Travel,928,Travel transaction,NetBanking
TXN006005,2024-05-22T19:05:38,2024-05-22,DEBIT,Bills,2229,Bills transaction,NetBanking
TXN015661,2024-05-22T19:27:05,2024-05-22,CREDIT,Income,10846,Income transaction,NetBanking
TXN003886,2024-05-22T19:37:37,2024-05-22,DEBIT,Food,464,Food transaction,UPI
TXN007591,2024-05-22T20:11:07,2024-05-22,DEBIT,Entertainment,1434,Entertainment transaction,Cash
TXN011532,2024-05-22T20:31:21,2024-05-22,CREDIT,Income,10186,Income transaction,Card
TXN010496,2024-05-22T22:47:13,2024-05-22,DEBIT,Education,5024,Education transaction,Card
TXN006167,2024-05-23T01:25:09,2024-05-23,CREDIT,Salary,59845,Salary transaction,NetBanking
TXN017330,2024-05-23T02:38:45,2024-05-23,DEBIT,Rent,11349,Rent transaction,Cash
TXN005976,2024-05-23T02:42:08,2024-05-23,DEBIT,Shopping,2000,Shopping transaction,Cash
TXN000517,2024-05-23T04:29:02,2024-05-23,DEBIT,Travel,511,Travel transaction,NetBanking
TXN018508,2024-05-23T04:52:54,2024-05-23,DEBIT,Travel,2528,Travel transaction,Cash
TXN018103,2024-05-23T05:25:25,2024-05-23,DEBIT,Shopping,3645,Shopping transaction,NetBanking
TXN010085,2024-05-23T06:30:33,2024-05-23,DEBIT,Food,325,Food transaction,Cash
TXN000483,2024-05-23T06:48:43,2024-05-23,DEBIT,Education,2866,Education transaction,Card
TXN009928,2024-05-23T08:14:24,2024-05-23,DEBIT,Health,2775,Health transaction,Card
TXN011365,2024-05-23T08:51:17,2024-05-23,DEBIT,Entertainment,972,Entertainment transaction,Cash
TXN000518,2024-05-23T09:01:17,2024-05-23,DEBIT,Health,1588,Health transaction,Card
TXN019687,2024-05-23T09:38:45,2024-05-23,DEBIT,Transfer,9127,Transfer transaction,UPI
TXN006662,2024-05-23T09:38:53,2024-05-23,DEBIT,Education,700,Education transaction,Card
TXN012601,2024-05-23T10:46:03,2024-05-23,DEBIT,Transfer,3819,Transfer transaction,Card
TXN004710,2024-05-23T11:36:57,2024-05-23,DEBIT,Transfer,5292,Transfer transaction,Cash
TXN013598,2024-05-23T11:44:24,2024-05-23,CREDIT,Income,4005,Income transaction,UPI
TXN015885,2024-05-23T11:49:54,2024-05-23,DEBIT,Travel,2833,Travel transaction,Cash
TXN017325,2024-05-23T13:44:37,2024-05-23,DEBIT,Bills,2937,Bills transaction,NetBanking
TXN017866,2024-05-23T14:13:09,2024-05-23,DEBIT,Travel,672,Travel transaction,UPI
TXN008653,2024-05-23T14:51:14,2024-05-23,DEBIT,Bills,1121,Bills transaction,UPI
TXN000704,2024-05-23T14:53:56,2024-05-23,CREDIT,Salary,57271,Salary transaction,UPI
TXN011875,2024-05-23T16:59:55,2024-05-23,DEBIT,Transfer,9680,Transfer transaction,NetBanking
TXN009726,2024-05-23T17:03:14,2024-05-23,DEBIT,Bills,2368,Bills transaction,Cash
TXN019050,2024-05-23T18:29:13,2024-05-23,CREDIT,Transfer,14932,Transfer transaction,UPI
TXN015230,2024-05-23T19:06:33,2024-05-23,DEBIT,Rent,12868,Rent transaction,Card
TXN000417,2024-05-23T19:53:56,2024-05-23,DEBIT,Entertainment,546,Entertainment transaction,NetBanking
TXN002129,2024-05-23T19:55:07,2024-05-23,DEBIT,Transfer,8482,Transfer transaction,NetBanking
TXN018977,2024-05-23T21:30:03,2024-05-23,DEBIT,Travel,2609,Travel transaction,UPI
TXN004355,2024-05-23T23:57:07,2024-05-23,DEBIT,Transfer,1239,Transfer transaction,NetBanking
TXN015829,2024-05-24T00:24:58,2024-05-24,DEBIT,Bills,855,Bills transaction,Card
TXN007745,2024-05-24T00:39:52,2024-05-24,CREDIT,Transfer,2144,Transfer transaction,Card
TXN006876,2024-05-24T00:48:58,2024-05-24,CREDIT,Transfer,12105,Transfer transaction,NetBanking
TXN018349,2024-05-24T02:03:09,2024-05-24,DEBIT,Food,475,Food transaction,UPI
TXN010673,2024-05-24T02:25:01,2024-05-24,DEBIT,Food,84,Food transaction,UPI
TXN010681,2024-05-24T03:36:58,2024-05-24,DEBIT,Rent,8546,Rent transaction,UPI
TXN012166,2024-05-24T03:42:13,2024-05-24,DEBIT,Shopping,2668,Shopping transaction,Card
TXN016497,2024-05-24T04:11:32,2024-05-24,DEBIT,Education,1342,Education transaction,Card
TXN017944,2024-05-24T05:34:35,2024-05-24,DEBIT,Education,5092,Education transaction,Cash
TXN016383,2024-05-24T05:58:45,2024-05-24,DEBIT,Food,357,Food transaction,NetBanking
TXN015738,2024-05-24T05:59:01,2024-05-24,DEBIT,Rent,13351,Rent transaction,NetBanking
TXN006425,2024-05-24T08:38:17,2024-05-24,DEBIT,Education,1666,Education transaction,Card
TXN003741,2024-05-24T10:50:02,2024-05-24,DEBIT,Shopping,3221,Shopping transaction,NetBanking
TXN009038,2024-05-24T11:15:50,2024-05-24,DEBIT,Transfer,4010,Transfer transaction,UPI
TXN013390,2024-05-24T12:03:11,2024-05-24,DEBIT,Shopping,359,Shopping transaction,Cash
TXN000591,2024-05-24T12:03:26,2024-05-24,DEBIT,Travel,2132,Travel transaction,UPI
TXN018333,2024-05-24T12:46:56,2024-05-24,DEBIT,Entertainment,742,Entertainment transaction,Cash
TXN012522,2024-05-24T13:31:59,2024-05-24,DEBIT,Entertainment,331,Entertainment transaction,UPI
TXN013010,2024-05-24T14:38:22,2024-05-24,DEBIT,Education,2672,Education transaction,UPI
TXN006125,2024-05-24T14:50:26,2024-05-24,DEBIT,Food,460,Food transaction,Card
TXN019188,2024-05-24T15:46:11,2024-05-24,DEBIT,Education,3823,Education transaction,NetBanking
TXN014882,2024-05-24T16:45:38,2024-05-24,DEBIT,Health,758,Health transaction,Cash
TXN007464,2024-05-24T17:31:17,2024-05-24,DEBIT,Entertainment,1782,Entertainment transaction,Card
TXN003171,2024-05-24T17:32:37,2024-05-24,DEBIT,Rent,8210,Rent transaction,UPI
TXN013510,2024-05-24T17:48:21,2024-05-24,DEBIT,Travel,2945,Travel transaction,UPI
TXN019683,2024-05-24T18:38:18,2024-05-24,CREDIT,Salary,56847,Salary transaction,UPI
TXN019174,2024-05-24T18:57:31,2024-05-24,DEBIT,Travel,770,Travel transaction,UPI
TXN012818,2024-05-24T20:13:24,2024-05-24,DEBIT,Health,2247,Health transaction,UPI
TXN009614,2024-05-24T21:07:43,2024-05-24,DEBIT,Travel,966,Travel transaction,Card
TXN008419,2024-05-24T23:06:25,2024-05-24,DEBIT,Travel,2029,Travel transaction,Cash
TXN007241,2024-05-24T23:16:03,2024-05-24,CREDIT,Income,14769,Income transaction,NetBanking
TXN013619,2024-05-25T00:29:09,2024-05-25,DEBIT,Transfer,3542,Transfer transaction,Card
TXN003847,2024-05-25T00:37:10,2024-05-25,DEBIT,Bills,537,Bills transaction,Card
TXN014576,2024-05-25T00:56:53,2024-05-25,CREDIT,Income,5953,Income transaction,Card
TXN001820,2024-05-25T02:31:17,2024-05-25,CREDIT,Salary,30478,Salary transaction,Card
TXN017071,2024-05-25T02:53:23,2024-05-25,CREDIT,Income,1847,Income transaction,NetBanking
TXN003930,2024-05-25T03:39:30,2024-05-25,CREDIT,Salary,57549,Salary transaction,NetBanking
TXN009511,2024-05-25T04:11:00,2024-05-25,DEBIT,Bills,2407,Bills transaction,NetBanking
TXN011006,2024-05-25T04:22:53,2024-05-25,DEBIT,Shopping,1826,Shopping transaction,NetBanking
TXN007261,2024-05-25T04:51:05,2024-05-25,DEBIT,Shopping,2614,Shopping transaction,Card
TXN009625,2024-05-25T05:26:35,2024-05-25,DEBIT,Education,4239,Education transaction,Cash
TXN012230,2024-05-25T06:03:38,2024-05-25,DEBIT,Travel,2679,Travel transaction,UPI
TXN010685,2024-05-25T06:39:21,2024-05-25,DEBIT,Transfer,6787,Transfer transaction,Cash
TXN003840,2024-05-25T06:45:31,2024-05-25,DEBIT,Health,2330,Health transaction,UPI
TXN002764,2024-05-25T07:08:53,2024-05-25,DEBIT,Bills,789,Bills transaction,UPI
TXN004814,2024-05-25T08:42:06,2024-05-25,DEBIT,Travel,557,Travel transaction,Card
TXN016410,2024-05-25T09:10:37,2024-05-25,DEBIT,Entertainment,1028,Entertainment transaction,Card
TXN015756,2024-05-25T09:47:04,2024-05-25,CREDIT,Salary,42322,Salary transaction,Card
TXN003168,2024-05-25T10:01:45,2024-05-25,CREDIT,Income,2943,Income transaction,Cash
TXN003391,2024-05-25T11:57:41,2024-05-25,CREDIT,Transfer,1125,Transfer transaction,Card
TXN000467,2024-05-25T12:40:56,2024-05-25,DEBIT,Travel,575,Travel transaction,Card
TXN014566,2024-05-25T13:22:43,2024-05-25,DEBIT,Transfer,7353,Transfer transaction,UPI
TXN001430,2024-05-25T13:35:29,2024-05-25,DEBIT,Transfer,3833,Transfer transaction,Cash
TXN013248,2024-05-25T13:51:04,2024-05-25,DEBIT,Bills,622,Bills transaction,Card
TXN014366,2024-05-25T14:34:17,2024-05-25,DEBIT,Education,702,Education transaction,NetBanking
TXN010818,2024-05-25T16:09:41,2024-05-25,DEBIT,Bills,736,Bills transaction,Card
TXN015856,2024-05-25T16:12:18,2024-05-25,DEBIT,Food,495,Food transaction,UPI
TXN012160,2024-05-25T16:44:38,2024-05-25,DEBIT,Travel,321,Travel transaction,Card
TXN012655,2024-05-25T17:40:04,2024-05-25,CREDIT,Transfer,13806,Transfer transaction,NetBanking
TXN013930,2024-05-25T20:28:31,2024-05-25,DEBIT,Bills,1457,Bills transaction,Cash
TXN010879,2024-05-25T23:48:28,2024-05-25,DEBIT,Shopping,1511,Shopping transaction,NetBanking
TXN001966,2024-05-25T23:56:15,2024-05-25,DEBIT,Food,144,Food transaction,Cash
TXN019200,2024-05-26T01:28:46,2024-05-26,CREDIT,Transfer,11575,Transfer transaction,UPI
TXN003765,2024-05-26T02:36:06,2024-05-26,DEBIT,Food,141,Food transaction,NetBanking
TXN011294,2024-05-26T03:07:41,2024-05-26,DEBIT,Travel,1892,Travel transaction,Cash
TXN016674,2024-05-26T03:17:19,2024-05-26,DEBIT,Transfer,2543,Transfer transaction,UPI
TXN010191,2024-05-26T03:40:43,2024-05-26,CREDIT,Transfer,8580,Transfer transaction,Card
TXN007005,2024-05-26T03:58:34,2024-05-26,DEBIT,Transfer,4088,Transfer transaction,Cash
TXN016093,2024-05-26T06:03:06,2024-05-26,CREDIT,Income,10219,Income transaction,Cash
TXN018302,2024-05-26T06:47:22,2024-05-26,DEBIT,Health,668,Health transaction,UPI
TXN018363,2024-05-26T07:15:26,2024-05-26,DEBIT,Bills,965,Bills transaction,Card
TXN004639,2024-05-26T09:27:13,2024-05-26,DEBIT,Travel,948,Travel transaction,NetBanking
TXN018564,2024-05-26T10:32:45,2024-05-26,DEBIT,Food,355,Food transaction,Card
TXN006720,2024-05-26T11:55:12,2024-05-26,DEBIT,Rent,9726,Rent transaction,NetBanking
TXN007601,2024-05-26T12:27:56,2024-05-26,CREDIT,Transfer,9920,Transfer transaction,UPI
TXN019048,2024-05-26T13:54:58,2024-05-26,CREDIT,Transfer,17153,Transfer transaction,NetBanking
TXN010952,2024-05-26T14:10:07,2024-05-26,DEBIT,Transfer,8880,Transfer transaction,NetBanking
TXN008648,2024-05-26T15:23:39,2024-05-26,CREDIT,Income,2174,Income transaction,NetBanking
TXN007461,2024-05-26T15:39:52,2024-05-26,DEBIT,Transfer,3735,Transfer transaction,Cash
TXN011784,2024-05-26T16:03:41,2024-05-26,DEBIT,Rent,8905,Rent transaction,UPI
TXN002484,2024-05-26T16:05:36,2024-05-26,DEBIT,Entertainment,1097,Entertainment transaction,UPI
TXN013191,2024-05-26T16:22:20,2024-05-26,CREDIT,Income,7856,Income transaction,UPI
TXN014567,2024-05-26T17:15:22,2024-05-26,DEBIT,Education,4406,Education transaction,NetBanking
TXN009305,2024-05-26T19:40:35,2024-05-26,DEBIT,Travel,1556,Travel transaction,Cash
TXN018764,2024-05-26T21:17:50,2024-05-26,CREDIT,Salary,44883,Salary transaction,NetBanking
TXN001749,2024-05-26T22:50:32,2024-05-26,CREDIT,Salary,42541,Salary transaction,UPI
TXN002369,2024-05-26T23:06:22,2024-05-26,DEBIT,Rent,8117,Rent transaction,UPI
TXN018206,2024-05-26T23:21:06,2024-05-26,DEBIT,Food,270,Food transaction,Cash
TXN018725,2024-05-27T00:01:41,2024-05-27,CREDIT,Income,8774,Income transaction,UPI
TXN017249,2024-05-27T00:02:55,2024-05-27,CREDIT,Income,6562,Income transaction,Cash
TXN005334,2024-05-27T02:13:37,2024-05-27,DEBIT,Education,5404,Education transaction,NetBanking
TXN013465,2024-05-27T02:49:11,2024-05-27,DEBIT,Entertainment,1885,Entertainment transaction,NetBanking
TXN014102,2024-05-27T03:23:10,2024-05-27,DEBIT,Bills,731,Bills transaction,NetBanking
TXN003630,2024-05-27T04:06:49,2024-05-27,DEBIT,Bills,812,Bills transaction,NetBanking
TXN016566,2024-05-27T06:17:29,2024-05-27,CREDIT,Income,8077,Income transaction,NetBanking
TXN012669,2024-05-27T07:46:43,2024-05-27,DEBIT,Food,458,Food transaction,UPI
TXN008606,2024-05-27T07:52:30,2024-05-27,DEBIT,Travel,647,Travel transaction,Cash
TXN017302,2024-05-27T09:14:34,2024-05-27,DEBIT,Transfer,9508,Transfer transaction,NetBanking
TXN007561,2024-05-27T10:00:12,2024-05-27,DEBIT,Health,2087,Health transaction,Cash
TXN015674,2024-05-27T11:03:36,2024-05-27,DEBIT,Shopping,3242,Shopping transaction,UPI
TXN007179,2024-05-27T12:39:39,2024-05-27,DEBIT,Education,783,Education transaction,Card
TXN011753,2024-05-27T13:25:06,2024-05-27,DEBIT,Food,178,Food transaction,Cash
TXN011791,2024-05-27T13:32:38,2024-05-27,DEBIT,Shopping,3445,Shopping transaction,NetBanking
TXN016925,2024-05-27T14:35:23,2024-05-27,DEBIT,Bills,1495,Bills transaction,Card
TXN002357,2024-05-27T14:50:32,2024-05-27,DEBIT,Food,426,Food transaction,UPI
TXN006271,2024-05-27T16:33:17,2024-05-27,DEBIT,Education,970,Education transaction,Card
TXN016229,2024-05-27T16:44:54,2024-05-27,DEBIT,Rent,10971,Rent transaction,Card
TXN006624,2024-05-27T17:02:24,2024-05-27,DEBIT,Transfer,8489,Transfer transaction,Card
TXN015270,2024-05-27T17:26:03,2024-05-27,DEBIT,Food,86,Food transaction,Cash
TXN008939,2024-05-27T17:36:24,2024-05-27,CREDIT,Salary,29328,Salary transaction,UPI
TXN008177,2024-05-27T18:58:04,2024-05-27,DEBIT,Travel,133,Travel transaction,Card
TXN002438,2024-05-27T19:38:48,2024-05-27,CREDIT,Transfer,13841,Transfer transaction,Card
TXN002546,2024-05-27T19:44:00,2024-05-27,CREDIT,Salary,42253,Salary transaction,Cash
TXN016100,2024-05-27T21:25:15,2024-05-27,DEBIT,Shopping,1057,Shopping transaction,NetBanking
TXN000623,2024-05-27T22:30:34,2024-05-27,CREDIT,Income,7602,Income transaction,NetBanking
TXN019173,2024-05-27T22:34:47,2024-05-27,DEBIT,Entertainment,1382,Entertainment transaction,Cash
TXN014543,2024-05-27T22:46:39,2024-05-27,DEBIT,Health,905,Health transaction,UPI
TXN000989,2024-05-28T01:10:50,2024-05-28,CREDIT,Income,1601,Income transaction,Card
TXN006326,2024-05-28T01:18:51,2024-05-28,DEBIT,Rent,10872,Rent transaction,UPI
TXN017824,2024-05-28T03:25:57,2024-05-28,DEBIT,Entertainment,865,Entertainment transaction,Cash
TXN007519,2024-05-28T03:27:30,2024-05-28,DEBIT,Travel,1917,Travel transaction,UPI
TXN003253,2024-05-28T03:31:40,2024-05-28,DEBIT,Education,5015,Education transaction,Card
TXN014699,2024-05-28T03:52:14,2024-05-28,DEBIT,Travel,791,Travel transaction,Cash
TXN011835,2024-05-28T05:34:07,2024-05-28,DEBIT,Entertainment,723,Entertainment transaction,Card
TXN011034,2024-05-28T06:13:16,2024-05-28,CREDIT,Transfer,1356,Transfer transaction,Cash
TXN003524,2024-05-28T07:38:21,2024-05-28,DEBIT,Bills,736,Bills transaction,Cash
TXN019876,2024-05-28T07:45:16,2024-05-28,DEBIT,Transfer,3500,Transfer transaction,Card
TXN015285,2024-05-28T08:40:56,2024-05-28,DEBIT,Travel,814,Travel transaction,UPI
TXN005812,2024-05-28T08:45:25,2024-05-28,CREDIT,Transfer,6808,Transfer transaction,UPI
TXN003303,2024-05-28T09:42:45,2024-05-28,DEBIT,Transfer,8741,Transfer transaction,Cash
TXN014767,2024-05-28T11:04:03,2024-05-28,CREDIT,Salary,45753,Salary transaction,Cash
TXN004920,2024-05-28T11:43:45,2024-05-28,DEBIT,Shopping,1562,Shopping transaction,Card
TXN001280,2024-05-28T13:12:58,2024-05-28,DEBIT,Shopping,2575,Shopping transaction,NetBanking
TXN013522,2024-05-28T14:17:11,2024-05-28,DEBIT,Entertainment,903,Entertainment transaction,Cash
TXN009740,2024-05-28T15:19:16,2024-05-28,DEBIT,Health,1512,Health transaction,UPI
TXN019535,2024-05-28T16:13:14,2024-05-28,CREDIT,Income,11805,Income transaction,Cash
TXN007046,2024-05-28T16:53:35,2024-05-28,DEBIT,Bills,2973,Bills transaction,UPI
TXN016125,2024-05-28T17:51:05,2024-05-28,DEBIT,Education,3125,Education transaction,UPI
TXN005623,2024-05-28T18:36:05,2024-05-28,DEBIT,Transfer,2563,Transfer transaction,Cash
TXN002996,2024-05-28T19:29:18,2024-05-28,CREDIT,Transfer,10184,Transfer transaction,Card
TXN014105,2024-05-28T19:41:49,2024-05-28,CREDIT,Income,10942,Income transaction,UPI
TXN011834,2024-05-28T21:00:03,2024-05-28,DEBIT,Education,739,Education transaction,UPI
TXN008155,2024-05-28T22:52:10,2024-05-28,DEBIT,Food,75,Food transaction,UPI
TXN006574,2024-05-29T03:51:39,2024-05-29,DEBIT,Bills,1843,Bills transaction,NetBanking
TXN009019,2024-05-29T04:45:36,2024-05-29,DEBIT,Bills,771,Bills transaction,Cash
TXN000274,2024-05-29T05:00:35,2024-05-29,DEBIT,Entertainment,1820,Entertainment transaction,UPI
TXN013446,2024-05-29T05:12:00,2024-05-29,CREDIT,Transfer,13084,Transfer transaction,Card
TXN013686,2024-05-29T05:41:01,2024-05-29,DEBIT,Rent,14870,Rent transaction,NetBanking
TXN009402,2024-05-29T06:19:04,2024-05-29,DEBIT,Education,2261,Education transaction,NetBanking
TXN003294,2024-05-29T07:09:56,2024-05-29,DEBIT,Education,3273,Education transaction,UPI
TXN014069,2024-05-29T07:11:03,2024-05-29,DEBIT,Food,76,Food transaction,Card
TXN000174,2024-05-29T08:53:27,2024-05-29,DEBIT,Entertainment,1082,Entertainment transaction,NetBanking
TXN008608,2024-05-29T09:30:42,2024-05-29,DEBIT,Bills,758,Bills transaction,Cash
TXN014453,2024-05-29T09:35:59,2024-05-29,DEBIT,Shopping,1263,Shopping transaction,Cash
TXN002580,2024-05-29T09:55:50,2024-05-29,DEBIT,Education,5102,Education transaction,Card
TXN017238,2024-05-29T10:34:58,2024-05-29,DEBIT,Health,717,Health transaction,Cash
TXN009046,2024-05-29T11:39:14,2024-05-29,DEBIT,Entertainment,687,Entertainment transaction,UPI
TXN017804,2024-05-29T15:29:27,2024-05-29,DEBIT,Health,3693,Health transaction,Card
TXN001709,2024-05-29T15:31:16,2024-05-29,DEBIT,Bills,987,Bills transaction,UPI
TXN015280,2024-05-29T16:00:30,2024-05-29,DEBIT,Education,4937,Education transaction,Cash
TXN000937,2024-05-29T16:02:12,2024-05-29,DEBIT,Education,5605,Education transaction,UPI
TXN014665,2024-05-29T17:28:11,2024-05-29,DEBIT,Bills,2751,Bills transaction,Card
TXN007906,2024-05-29T17:30:50,2024-05-29,DEBIT,Rent,11362,Rent transaction,Cash
TXN013846,2024-05-29T17:37:36,2024-05-29,DEBIT,Travel,2115,Travel transaction,NetBanking
TXN015449,2024-05-29T19:00:40,2024-05-29,DEBIT,Health,3111,Health transaction,Cash
TXN016820,2024-05-29T20:10:30,2024-05-29,DEBIT,Shopping,1581,Shopping transaction,Cash
TXN017256,2024-05-29T20:43:10,2024-05-29,DEBIT,Rent,9773,Rent transaction,NetBanking
TXN014953,2024-05-29T22:09:50,2024-05-29,DEBIT,Entertainment,1600,Entertainment transaction,Card
TXN017626,2024-05-29T22:21:49,2024-05-29,DEBIT,Shopping,2558,Shopping transaction,Cash
TXN006165,2024-05-29T22:51:47,2024-05-29,DEBIT,Food,110,Food transaction,Card
TXN017838,2024-05-29T22:55:38,2024-05-29,DEBIT,Entertainment,984,Entertainment transaction,Cash
TXN014871,2024-05-29T23:13:44,2024-05-29,CREDIT,Income,7283,Income transaction,Cash
TXN019666,2024-05-29T23:44:01,2024-05-29,DEBIT,Entertainment,1259,Entertainment transaction,UPI
TXN008605,2024-05-30T01:47:56,2024-05-30,DEBIT,Travel,1333,Travel transaction,Cash
TXN006130,2024-05-30T01:57:16,2024-05-30,CREDIT,Income,10742,Income transaction,Card
TXN019077,2024-05-30T02:03:53,2024-05-30,DEBIT,Entertainment,1942,Entertainment transaction,Card
TXN013830,2024-05-30T02:32:45,2024-05-30,CREDIT,Transfer,17295,Transfer transaction,UPI
TXN005102,2024-05-30T02:53:20,2024-05-30,DEBIT,Education,3242,Education transaction,Cash
TXN003963,2024-05-30T03:40:29,2024-05-30,DEBIT,Shopping,683,Shopping transaction,Card
TXN010507,2024-05-30T04:02:19,2024-05-30,DEBIT,Health,1106,Health transaction,Cash
TXN006448,2024-05-30T04:39:24,2024-05-30,CREDIT,Transfer,15978,Transfer transaction,Cash
TXN001043,2024-05-30T05:25:58,2024-05-30,CREDIT,Salary,25012,Salary transaction,NetBanking
TXN019351,2024-05-30T06:36:36,2024-05-30,DEBIT,Rent,8040,Rent transaction,Card
TXN015761,2024-05-30T07:21:49,2024-05-30,DEBIT,Shopping,4452,Shopping transaction,Cash
TXN017902,2024-05-30T07:26:00,2024-05-30,DEBIT,Travel,633,Travel transaction,Cash
TXN014986,2024-05-30T07:50:31,2024-05-30,DEBIT,Transfer,3947,Transfer transaction,Card
TXN001587,2024-05-30T09:15:30,2024-05-30,CREDIT,Income,12158,Income transaction,Cash
TXN014786,2024-05-30T09:55:08,2024-05-30,DEBIT,Education,1238,Education transaction,Cash
TXN018245,2024-05-30T10:16:51,2024-05-30,DEBIT,Rent,11150,Rent transaction,UPI
TXN009302,2024-05-30T11:02:32,2024-05-30,DEBIT,Travel,304,Travel transaction,UPI
TXN009119,2024-05-30T11:20:00,2024-05-30,DEBIT,Education,3689,Education transaction,Cash
TXN016016,2024-05-30T11:26:52,2024-05-30,DEBIT,Travel,323,Travel transaction,UPI
TXN014564,2024-05-30T11:35:49,2024-05-30,CREDIT,Transfer,8868,Transfer transaction,NetBanking
TXN005638,2024-05-30T14:36:06,2024-05-30,DEBIT,Rent,12199,Rent transaction,UPI
TXN004991,2024-05-30T17:49:49,2024-05-30,DEBIT,Transfer,6543,Transfer transaction,NetBanking
TXN013261,2024-05-30T19:47:40,2024-05-30,DEBIT,Education,3843,Education transaction,Cash
TXN018041,2024-05-30T21:34:08,2024-05-30,DEBIT,Travel,2584,Travel transaction,Cash
TXN012857,2024-05-30T21:49:23,2024-05-30,DEBIT,Entertainment,951,Entertainment transaction,UPI
TXN001626,2024-05-30T21:53:55,2024-05-30,DEBIT,Education,4233,Education transaction,Card
TXN016182,2024-05-30T22:02:02,2024-05-30,DEBIT,Bills,1069,Bills transaction,Card
TXN013634,2024-05-30T22:10:13,2024-05-30,DEBIT,Education,4809,Education transaction,Cash
TXN008850,2024-05-30T22:25:39,2024-05-30,CREDIT,Transfer,10151,Transfer transaction,Cash
TXN016624,2024-05-31T02:45:58,2024-05-31,DEBIT,Bills,1040,Bills transaction,Card
TXN002798,2024-05-31T03:55:13,2024-05-31,CREDIT,Transfer,4357,Transfer transaction,NetBanking
TXN015770,2024-05-31T06:36:31,2024-05-31,CREDIT,Transfer,19799,Transfer transaction,UPI
TXN013536,2024-05-31T07:37:46,2024-05-31,DEBIT,Transfer,3043,Transfer transaction,Cash
TXN017749,2024-05-31T09:14:43,2024-05-31,DEBIT,Entertainment,1840,Entertainment transaction,UPI
TXN018391,2024-05-31T09:18:27,2024-05-31,CREDIT,Salary,35120,Salary transaction,Cash
TXN006014,2024-05-31T09:57:30,2024-05-31,CREDIT,Salary,46121,Salary transaction,Cash
TXN019126,2024-05-31T12:00:40,2024-05-31,DEBIT,Health,3611,Health transaction,NetBanking
TXN013482,2024-05-31T12:28:32,2024-05-31,CREDIT,Income,9529,Income transaction,Card
TXN001169,2024-05-31T12:51:24,2024-05-31,DEBIT,Bills,393,Bills transaction,Card
TXN005510,2024-05-31T12:55:49,2024-05-31,CREDIT,Transfer,14449,Transfer transaction,NetBanking
TXN001638,2024-05-31T13:42:35,2024-05-31,DEBIT,Travel,2878,Travel transaction,NetBanking
TXN010293,2024-05-31T14:04:07,2024-05-31,DEBIT,Travel,2655,Travel transaction,Card
TXN014790,2024-05-31T15:22:27,2024-05-31,DEBIT,Transfer,4301,Transfer transaction,NetBanking
TXN001184,2024-05-31T15:34:11,2024-05-31,DEBIT,Entertainment,1014,Entertainment transaction,Card
TXN017786,2024-05-31T16:00:14,2024-05-31,DEBIT,Health,707,Health transaction,UPI
TXN006676,2024-05-31T16:04:41,2024-05-31,CREDIT,Salary,32185,Salary transaction,Card
TXN002585,2024-05-31T16:15:47,2024-05-31,CREDIT,Income,13710,Income transaction,NetBanking
TXN019575,2024-05-31T16:19:13,2024-05-31,DEBIT,Health,3405,Health transaction,NetBanking
TXN005601,2024-05-31T17:23:21,2024-05-31,DEBIT,Travel,2700,Travel transaction,UPI
TXN001742,2024-05-31T17:26:24,2024-05-31,DEBIT,Health,1809,Health transaction,UPI
TXN006198,2024-05-31T17:34:25,2024-05-31,DEBIT,Rent,12020,Rent transaction,NetBanking
TXN008370,2024-05-31T18:23:10,2024-05-31,DEBIT,Health,3654,Health transaction,Card
